Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Hecho Simultaneos,Tipo de Arma,Tipo de Implicado (2),No Victimas Fatales,Combatientes,Poblacion Civil,Lesionado,Fuente,
1,1,1988,Caqueta,San Jose de la Fragua,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,1,,2,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 23,
3,1,1988,Antioquia,Valdivia,Cabecera Municipal,,,Guerrilla-CGSB,7,7,,,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 23,
19,1,1988,Cauca,Lopez,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 24,
22,1,1988,Antioquia,Yolombo,Cabecera Municipal,,,Guerrilla-CGSB,6,6,,,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 24,
30,1,1988,Norte de Santander,Cachira,Cabecera Municipal,,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 24,
6,2,1988,Antioquia,Jerico,Cabecera Municipal,Lesionado,,Guerrilla-EPL,1,1,,1,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 37,
1,3,1988,Cesar,Pelaya,Cabecera Municipal,,,Guerrilla-ELN,4,4,,,Boletin Informativo Justicia y Paz Vol. 1 No 1 Pp. 54,
7,4,1988,Antioquia,Ituango,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,7,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 25,
18,4,1988,Cesar,Chiriguana,Corregimiento Santa Isabel,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 26,
20,4,1988,Vaupes,Mitu,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 26,
10,5,1988,Cesar,Gonzalez,Cabecera Municipal,Lesionado,,Guerrilla-CGSB,1,1,,2,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 46,
19,5,1988,Casanare,San Luis de Palenque,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 47,
28,5,1988,Magdalena,Plato,Corregimiento Apure,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 48,
28,5,1988,Santander,Carcasi,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 48,
4,6,1988,Antioquia,Valparaiso,Cabecera Municipal,,,Guerrilla-EPL,3,3,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 68,
11,6,1988,Antioquia,Granada,Cabecera Municipal,Lesionado,,Guerrilla-FARC y ELN,4,4,,5,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 69,
11,6,1988,Tolima,Rovira,IP Andes,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 69,
27,6,1988,Bolivar,Santa Rosa del Sur,Cabecera Municipal,,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 70,
13,7,1988,Arauca,Tame,IP Betoyes,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 34,
30,8,1988,Huila,Santa Maria,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 59,
19,9,1988,Caqueta,Morelia,IP La Granja,Lesionado,,Guerrilla-FARC y M-19,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 79,
5,10,1988,Bolivar,San Pablo,Cabecera Municipal,,,Guerrilla-FARC y ELN,9,9,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 39,
5,10,1988,Bolivar,San Pablo,Corregimiento Cantagallo,,,Guerrilla-FARC y ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 39,
23,10,1988,Antioquia,Necocli,Cabecera Municipal,Lesionado,,Guerrilla-FARC y EPL,3,3,,1,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 41,
23,10,1988,Antioquia,Turbo,IP Currulao, ,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 41,
12,11,1988,Boyaca,Chita,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 66,
14,11,1988,Casanare,Pore,Cabecera Municipal,,,Guerrilla-FARC,4,4,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 66,
19,11,1988,Antioquia,Argelia,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 67,
24,11,1988,Cordoba,Tierralta,Corregimiento Saiza,,,Guerrilla-FARC y EPL,36,25,11,4,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 58,
30,11,1988,Antioquia,Caucasia,IP Cuturu,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 68,
29,11,1988,Santander,Tona,IP Berlin,Civil Muerto,,Guerrilla-CGSB,1,,1,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 62,
4,12,1988,Antioquia,La Union,Cabecera Municipal,,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 89,
4,12,1988,Cesar,San Diego,Corregimiento Media Luna,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 89,
16,12,1988,Antioquia,San Andres,Cabecera Municipal,Lesionado,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 89,
2,1,1988,Antioquia,Betulia,Corregimiento Altamira,,Fusiles,Guerrilla-EPL,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 1, N° 1, Pp. 23",
9,2,1988,Cesar,Becerril,Cabecera Municipal, ,Fusiles,Guerrilla-FARC,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 1, N°1 Pp. 35 ",
10,2,1988,Tolima,Ataco ,Vereda Campohermoso,,Fusiles,Guerrilla-FARC,3,,3,,"Boletin Informativo Justicia y Paz, Vol. 1, N°1 Pp. 35 ",
13,3,1988,Putumayo,Valle del Guamuez,IP El Placer,,Fusiles,Guerrilla No Identificada,2,1,1,,"Boletin Informativo Justicia y Paz, Vol. 1, N°1 Pp. 51",
22,3,1988,Cauca,Caldono,IP Siberia, ,Fusiles,Guerrilla-CGSB,6,4,2,,"Boletin Informativo Justicia y Paz, Vol. 1, N°1 Pp. 52",
29,3,1988,Narino,El Rosario,Cabecera Municipal,,Fusiles,Guerrilla-FARC,2,,2,,"Boletin Informativo Justicia y Paz, Vol. 1 N°1 Pp. 56",
30,3,1988,Huila,Garzon,IP San Antonio del Pescado,Lesionado,Fusiles,Guerrilla-CGSB,7,4,3,,"Boletin Informativo Justicia y Paz, Vol. 1, N°1 Pp. 53",
19,4,1988,Cesar,Chiriguana,Corregimiento La Sierra,,Fusiles,Guerrilla-ELN,3,,3,,"Boletin Informativo Justicia y Paz, Vol. 1, N° 2 Pp. 21",
25,4,1988,Cesar,Valledupar,IP Nuevo Colon,,Fusiles,Guerrilla-ELN,10,,10,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 2 Pp. 22",
10,6,1988,Norte de Santander,Teorama,Corregimiento Aserrio,,Fusiles,Guerrilla-ELN,1, ,1,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 2 Pp. 64",
12,7,1988,Antioquia,San Vicente,Cabecera Municipal, ,Fusiles,Guerrilla-ELN,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 3 Pp. 27",
14,7,1988,Cauca,La Sierra,Cabecera Municipal, ,Fusiles,Guerrilla- FARC y M-19,8,6,2,,Boletin Informativo Justicia y Paz Vol. 1 N° 3 Pp. 27,
8,9,1988,Magdalena,Santa Marta,Corregimiento Minca ,,Fusiles,Guerrilla-FARC,5,4,1,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 3 Pp. 79 ",
12,9,1988,Antioquia,Zaragoza,Cabecera Municipal, ,Fusiles,Guerrilla-ELN,7,3,4,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 3 Pp. 75",
5,10,1988,Santander,Puerto Wilches,Cabecera Municipal,,Fusiles,Guerrilla-FARC y ELN,5,4,1,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 4 Pp. 32",
16,10,1988,Antioquia,Canasgordas,IP Uramita,,Fusiles,Guerrilla-EPL,3,,3,,"Boletin Informativo Justicia y Paz, Vol. 1, N° 4 Pp. 33",
12,11,1988,Boyaca,El Cocuy,Cabecera Municipal,,Fusiles,Guerrilla-ELN,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 1, N° 4, Pag. 60",
12,11,1988,Boyaca,Guican ,Cabecera Municipal,,,Guerrilla-ELN,3,2,1,,"Boletin Informativo Justicia y Paz, Vol. 1 N° 4 Pp. 61",
27,12,1988,Bolivar,Simiti ,Cabecera Municipal,,,Guerrilla-FARC,7,4,3,,Boletin Informativo Justicia y Paz Vol. 1 N° 4 Pp. 87,
10,1,1989,Santander,Enciso,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 38,
16,1,1989,Santander,San Andres,IP Pangote,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 38,
2,2,1989,Choco,Sipi,Cabecera Municipal,,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 57,
10,2,1989,Cauca,San Sebastian,Cabecera Municipal,,,Guerrilla-FARC y ELN,5,5,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 58,
11,2,1989,Santander,Maracavita,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 65,
22,3,1989,Antioquia,Toledo,Cabecera Municipal,Pillaje y Secuestro,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 1 Pp. 88,
1,4,1989,Bolivar,Santa Rosa del Sur,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 39,
21,4,1989,Antioquia,Liborina,Cabecera Municipal,,,Guerrilla-EPL,6,6,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 34,
14,5,1989,Choco,El Carmen,Cabecera Municipal,,,Guerrilla No Identificada,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 71,
10,6,1989,Bolivar,San Martin de Loba,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 98,
15,6,1989,Antioquia,Puerto Nare,Cabecera Municipal,Lesionado,,Guerrilla-FARC,1,1,,2,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 98,
25,6,1989,Antioquia,La Union,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,,,,1,Boletin Informativo Justicia y Paz Vol. 2 No 2 Pp. 100,
4,8,1989,Magdalena,Fundacion,IP Bellavista,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 69,
14,8,1989,Cesar,Tamalameque,Cabecera Municipal,Secuestro,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 2 No 3 Pp. 70,
25,10,1989,Norte de Santander,Cachira,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 40,
9,11,1989,Choco,Lloro,Cabecera Municipal,Bienes Civiles y Lesionado,,Guerrilla-ELN,1,1,,2,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 62,
25,11,1989,Santander,Concepcion,Cabecera Municipal,Lesionado,,Guerrilla-ELN,,,,2,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 64,
7,12,1989,Norte de Santander,La Playa,IP Aspacica,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 81,
15,12,1989,Antioquia,San Andres,Cabecera Municipal,,,Guerrilla-EPL,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 83,
19,12,1989,Santander,Surata,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 82,
21,12,1989,Cauca,Bolivar,IP Guachicono,,,Guerrilla-ELN,1,,1,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 82,
25,12,1989,Cauca,La Vega,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 2 No 4 Pp. 83,
12,1,1989,Santander,Tona,Corregimiento Berlin,,,Guerrilla-ELN,2,,2,,"Boletin Informativo Justicia y Paz, Vol. 2 N° 1 Pp. 38",
15,1,1989,Santander,San Benito,Cabecera Municipal,,,Guerrilla-FARC,3,,3,,Boletin Informativo Justicia y Paz Vol. 2 N° 1 Pp. 38,
26,6,1989,Norte de Santander,Cachira ,IP La Vega,Lesionado,,Guerrilla-ELN,3,2,1,1,"Boletin Informativo Justicia y Paz, Vol. 2, N° 2, Pp. 92",
21,10,1989,Antioquia,Mutata,Cabecera Municipal,Lesionado,,Guerrilla-FARC,2,1,1,3,"Boletin Informativo Justicia y Paz, Vol. 2, N° 4, Pp. 34",
21,12,1989,Cauca,Bolivar,IP Guachicono, ,,Guerrilla-ELN,1,,1,,"Boletin Informativo Justicia y Paz, Vol. 2, N° 4, Pag. 78",
5,1,1990,Bolivar,Barranco de Loba,Cabecera Municipal,Lesionado,,Guerrilla-ELN,,,,1,Boletin Informativo Justicia y Paz Vol. 3 No 1 Pp. 24,
16,1,1990,Antioquia,Mutata,Cabecera Municipal,,,Guerrilla-ELN y EPL,4,4,,,Boletin Informativo Justicia y Paz Vol. 3 No 1 Pp. 25,
30,1,1990,Norte de Santander,Arboledas,IP Villa Sucre,,,Guerrilla-ELN,1,1,,,Boletin Informativo Justicia y Paz Vol. 3 No 1 Pp. 27,
23,2,1990,Norte de Santander,Bucarasica,IP La Curva,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 1 Pp. 55,
7,4,1990,Putumayo,San Francisco,Cabecera Municipal,Pillaje,,Guerrilla-CGSB,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 37,
9,4,1990,Norte de Santander,San Calixto,Cabecera Municipal,Lesionado,,Guerrilla-ELN,14,14,,1,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 37,
13,4,1990,Norte de Santander,Hacari,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 38,
14,4,1990,Antioquia,Puerto Nare,Cabecera Municipal,,,Guerrilla-EPL,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 38,
15,4,1990,Cesar,Manaure,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 38,
16,4,1990,Casanare,Tamara,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 38,
20,4,1990,Cauca,El Tambo,Cabecera Municipal,"Pillaje, Lesionado y Secuestro",,Guerrilla-FARC,1,1,,1,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 39,
4,5,1990,Antioquia,Segovia,Cabecera Municipal,Pillaje y Secuestro,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 69,
5,6,1990,Sucre,Chalan,Cabecera Municipal,,,Guerrilla-ELN,7,7,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 100,
12,6,1990,Antioquia,Maceo,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 2 Pp. 100,
24,7,1990,Narino,San Pablo,Corregimiento Briceno,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 45,
28,7,1990,Antioquia,Segovia,Cabecera Municipal,Pillaje,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 46,
12,8,1990,Narino,Linares,IP Tabiles,,,Guerrilla-FARC,3,3,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 66,
12,8,1990,Narino,Santa Cruz,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 66,
12,8,1990,Narino,Providencia,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 66,
13,9,1990,Casanare,Hato Corozal,Cabecera Municipal,,,Guerrilla-FARC y ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 91,
28,9,1990,Casanare,Pore,IP El Banco,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 3 Pp. 93,
6,10,1990,Bolivar,Pinillos,Cabecera Municipal,Bienes Civiles y Asesinato Selectivo,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 26,
28,10,1990,Choco,Unguia,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
29,10,1990,Antioquia,Turbo,IP Currulao,,,Guerrilla-FARC,7,7,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
29,10,1990,Boyaca,Socha,Cabecera Municipal,,,Guerrilla-ELN,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
29,10,1990,Santander,Contratacion,Cabecera Municipal,,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
31,10,1990,Cauca,Timbio,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
31,10,1990,Choco,Unguia,IP Balboa,Secuestro,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 29,
30,11,1990,Cauca,Balboa,Cabecera Municipal,,,Guerrilla-CGSB,4,4,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 55,
16,12,1990,Cundinamarca,Medina,IP Los Alpes,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 78,
18,12,1990,Casanare,Nunchia,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 78,
21,12,1990,Choco,Acandi,Cabecera Municipal,,,Guerrilla-FARC,6,6,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 78,
24,12,1990,Antioquia,San Carlos,Cabecera Municipal,Secuestro,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 79,
24,12,1990,Arauca,Fortul,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 80,
24,12,1990,Guaviare,Calamar,Cabecera Municipal,,,Guerilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 80,
24,12,1990,Norte de Santander,Santiago,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 80,
24,12,1990,Tolima,Chaparral,IP El Limon,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 3 No 4 Pp. 81,
25,1,1990,Sucre,Coloso,,,,Guerrilla-ELN,1,,1,,Boletin Informativo Justicia y Paz Vol. 3 N°. 1 Pp. 17,
7,4,1990,Putumayo,Sibundoy,Cabecera Municipal,,,Guerrilla-CGSB,5,3,2,,Boletin Informativo Justicia y Paz Vol. 3 N° 2. Pp. 25,
29,6,1990,Cordoba,Valencia,Cabecera Municipal,Secuestro,,Guerrilla-CGSB,3,,3,,Boletin Informativo Justicia y Paz  Vol. 3 N°. 2. Pp. 96,
10,9,1990,Cesar,La Jagua de Ibirico,Cabecera Municipal,,,Guerrilla-CGSB,5,3,2,,Boletin Informativo Justicia y Paz Vol. 3 N°. 3. Pp. 81,
23,9,1990,Choco,Unguia,Corregimiento Santa Maria La Nueva,,,Guerrilla-FARC,1, ,1,,Boletin informativo Justicia y Paz  Vol. 3 N°. 3. Pp. 83,
29,11,1990,Valle del Cauca,Calima-Darien,Cabecera Municipal,Lesionado,,Guerrilla-FARC,2,1,1,1,Boletin informativo Justicia y Paz  Vol 3 N°. 4. Pp. 46,
27,12,1990,Cesar,San Diego,Corregimiento Media Luna,Lesionado,,Guerrilla-CGSB,8,5,3,2,Boletin Informativo Justicia y Paz  Vol. 3 N°. 4. Pp. 70,
30,12,1990,Boyaca,Campo Hermoso,Cabecera Municipal,Lesionado,,Guerrilla-FARC,4,,4,,Boletin Informativo Justicia y Paz  Vol 3 N°. 4. Pp. 71,
15,1,1991,Tolima,Roncesvalles,Cabecera Municipal,Pillaje,,Guerrilla-FARC,4,4,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 38,
21,1,1991,Norte de Santander,San Calixto,Cabecera Municipal,,,Guerrilla-CGSB,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 40,
26,1,1991,Norte de Santander,Toledo,IP Gibraltar,Pillaje,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 42,
5,2,1991,Valle del Cauca,Florida,Cabecera Municipal,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 75,
5,2,1991,Cesar,Pailitas,Cabecera Municipal,Lesionado,,Guerrilla-CGSB, , ,,2,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 74,
7,2,1991,Norte de Santander,Arboledas,Cabecera Municipal,Secuestro,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 78,
7,2,1991,Antioquia,Maceo,IP Floresta, ,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 78,
17,2,1991,Norte de Santander,Hacari,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 84,
26,2,1991,Narino,Taminango,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 88,
27,2,1991,Valle del Cauca,Palmira,IP La Buitrera,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 88,
4,3,1991,Norte de Santander,Hacari,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 119,
4,3,1991,Norte de Santander,La Playa,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 119,
4,3,1991,Santander,Puente Nacional,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 119,
6,3,1991,Guaviare,San Jose del Guaviare,Corregimiento El Retorno,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 120,
8,3,1991,Cauca,El Tambo,Cabecera Municipal,Lesionado,,Guerrilla-CGSB,1,1,,1,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 121,
9,3,1991,Cauca,Argelia,Cabecera Municipal,,,Guerrilla-CGSB,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 121,
19,3,1991,Antioquia,Maceo,Cabecera Municipal, ,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 125,
19,3,1991,Cauca,Sotara,Cabecera Municipal,,,Guerrilla-FARC,9,9,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 125,
19,3,1991,Cauca,Balboa,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 125,
19,3,1991,Cauca,La Sierra,Cabecera Municipal, ,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 125,
20,3,1991,Santander,Santa Helena del Opon,Cabecera Municipal, ,,Guerrilla-FARC,3,3,,,Boletin Informativo Justicia y Paz Vol. 4 No 1 Pp. 126,
5,4,1991,Norte de Santander,Hacari,Cabecera Municipal,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 40,
6,4,1991,Tolima,Roncesvalles,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 40,
8,4,1991,Meta,El Castillo,IP Medellin del Ariari,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 41,
8,4,1991,Santander,Cerrito,Cabecera Municipal,,,Guerrilla-ELN,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 42,
17,4,1991,Huila,Isnos,Cabecera Municipal,Lesionado,,Guerrilla-FARC,2,2,,1,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 44,
27,4,1991,Norte de Santander,Sardinata,IP La Victoria,,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 46,
27,4,1991,Santander,Charta,Cabecera Municipal,Secuestro,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 46,
28,4,1991,Caqueta,Puerto Rico,IP Rionegro,,,Guerrilla-FARC,6,6,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 46,
6,5,1991,Bolivar,San Pablo,Corregimiento Cantagallo,Secuestro,,Guerrilla-FARC,20,20,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 79,
9,5,1991,Cordoba,Montelibano,Corregimiento Ure,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 80,
10,5,1991,Caqueta,Cartagena del Chaira,Cabecera Municipal,Lesionado,,Guerrilla-FARC,,,,2,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 80,
10,5,1991,Cundinamarca,Topaipi,Cabecera Municipal,Bienes Civiles,Artefactos Explosivos,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 80,
16,5,1991,Bolivar,Morales,Cabecera Municipal,Bienes Civiles,,Guerrilla-CGSB,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 81,
22,5,1991,Meta,Puerto Lopez,Cabecera Municipal, ,,Guerrilla-CGSB,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 82,
28,5,1991,Tolima,San Antonio,Cabecera Municipal,,,Guerrilla-FARC,,,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 83,
29,5,1991,Huila,Tello,IP San Andres,,,Guerrilla-FARC,2,2,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 83,
4,6,1991,Meta,Puerto Rico,Cabecera Municipal,,,Guerrilla-FARC,1,1,,,Boletin Informativo Justicia y Paz Vol. 4 No 2 Pp. 105,
