Dia,Mes,Ano,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Victimas,Fuente,
6,9,1998, Antioquia,Yarumal,Vereda El Recreo,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 9 Pag. 81,
7,9,1998, Antioquia,Caucasia,Vereda Paujil-El Escarralao/ Estadero El Porvenir,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 9 Pag. 82,
7,9,1998,Cauca,Patia (El Bordo),Corregimientos Quintero y El hoyo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pag. 82,
10,9,1998,Choco ,Unguia,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 9 Pp. 83,
10,9,1998, Antioquia,San Rafael,IP El Bizcocho ,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 9 Pp. 84,
11,9,1998,Putumayo,Puerto Caicedo,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9 Pag. 85,
11,9,1998,Santander,Sabana de Torres,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9 Pag. 84,
11,9,1998, Antioquia,San Pedro de los Milagros,Vereda El Espinal,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pag. 85,
14,9,1998, Antioquia,Medellin,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 9 Pag. 86,
14,9,1998,Putumayo,Puerto Asis,IP Penuela Blanco y Vereda Los Achapos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9 Pag. 86-87,
15,9,1998, Antioquia,Puerto Berrio,Barrio El Oasis,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 9 Pag. 87,
15,9,1998,Casanare,Pore,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 9 Pag. 87,
15,9,1998, Antioquia,Cocorna,Vereda San Juan,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 9 Pp. 87,
17,9,1998, Antioquia,Cocorna,Vereda San Lorenzo,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 9 Pp. 88,
18,9,1998,Cesar,Curumani,Vereda La Conquista,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 9 Pag. 90,
18,9,1998,Caqueta,Morelia,Via al municipio Valparaiso,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 9 Pag. 90,
18,9,1998,Choco,Lloro,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 9 Pp. 89,
18,9,1998,Putumayo,Puerto Asis,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 9 Pag. 90,
18,9,1998,Putumayo,San Miguel,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 6 y 7 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,
19,9,1998, Antioquia,Mutata,IP Belen de Bajira - Sitio Playa Roja,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 9 Pag. 90,
19,9,1998, Antioquia,Mutata,,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pag. 90,
20,9,1998, Antioquia,Retiro,Caserio San Diego,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 9 Pag. 91,
20,9,1998, Antioquia,Mutata,IP Belen de Bajira - Sitio Playa Roja,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 9 Pag. 91,
20,9,1998,Magdalena ,Cienaga,Corregimiento Sevilla,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 9 Pag. 91,
20,9,1998,Norte de Santander,Chitaga,Vereda Risonte - Sitio Horizonte,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pag. 91,
20,9,1998,Putumayo,Puerto Asis,Orillas del Rio Putumayo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pag. 91,
21,9,1998,Santander,Bucaramanga,,Fuerza Publica,Ejercito Nacional,1,Noche y Niebla # 9 Pag. 92,
21,9,1998,Valle del Cauca,Bugalagrande,IP Ceilan,Guerrilla  ,Guerrilla No Identificada,3,Noche y Niebla # 9 Pag. 92,
22,9,1998,Cauca,Santander de Quilichao,Caserio Dominguillo,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 9 Pag. 92,
23,9,1998,Bolivar,Tiquisio,Corregimiento La Ventura,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 9 Pag. 92,
23,9,1998,Bolivar,Tiquisio,Cabecera Municipal,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 9 Pag. 92,
24,9,1998,Norte de Santander,Cucuta,Barrio La Ermita,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9 Pag. 93,
24,9,1998,Bolivar,Cartagena ,Barrio El Caramelo - Calle Bolivar,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 9 Pag. 93,
27,9,1998,Sucre,Ovejas,Via a Corregimiento La Pena,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9,
27,9,1998,Sucre,San Onofre,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 9,
28,9,1998,Cauca,Santander de Quilichao,Vereda Las Delicias,Grupos Paramilitares,Grupos Paramilitares,3,En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 249,
30,9,1998,Sucre,Sucre,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 9 Pag. 97,
30,9,1998, Antioquia,La Ceja,Corregimiento San Jose,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 9 Pp. 98,
30,9,1998,Bolivar,El Carmen de Bolivar,Corregimiento Caracoli Grande,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 9 Pp. 98,
1,10,1998, Antioquia,Montebello,Vereda Las Guacas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 29 ,
1,10,1998,Santander,Sabana de Torres,IP La Gomez - Sitio El Carrizal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 29 ,
2,10,1998, Antioquia,Cocorna,IP La Pinuela,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 10 Pp. 29,
3,10,1998, Antioquia,Medellin,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 30,
3,10,1998,Norte de Santander,Ocana,Sitio Los Mangos,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 10 Pag. 30,
3,10,1998,Santander,Barrancabermeja,Vereda Las Arrugas,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 30,
3,10,1998,Bolivar,El Carmen de Bolivar,Corregimiento Caracoli Grande,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 10 Pag. 30,
3,10,1998,Magdalena ,Pivijay,Sitio La Colorada y Barrio 23 de Enero,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 10 Pag. 30,
4,10,1998, Antioquia,Medellin,Hospital San Vicente de Paul,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 31,
5,10,1998,Bolivar,Turbaco,Sitio Puente Honda,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 31,
5,10,1998,Meta,El Castillo,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Noche y Niebla # 11, pag 116",
7,10,1998,Santander,Barrancabermeja,IP El Centro- Vereda La Maria,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 9 Pag. 32,
9,10,1998,Tolima,Rioblanco,IP Departamental Gaitan-Finca La Palma,Grupos Paramilitares,Grupos Paramilitares,1,"Noche y Niebla # 10 Pag. 32, 33",
9,10,1998,Magdalena ,El Banco,Cabecera Municipal,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 9 Pag. 32,
10,10,1998,Bolivar,Montecristo,Corregimiento de Regencia,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 33,
11,10,1998,Bolivar,Tiquisio,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 33,
11,10,1998,Tolima,Falan,IP Palocabildo - Vereda La Copa,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 10 Pag. 33,
11,10,1998, Antioquia,Dabeiba,,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 34,
11,10,1998,Tolima,Rioblanco,Cabecera Municipal,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 33,
12,10,1998, Antioquia,San Vicente,Vereda Santa Rita,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 10 Pp. 34,
12,10,1998, Antioquia,Dabeiba,Corregimiento San Jose de Urama,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 10,
13,10,1998,Santander,Bucaramanga,Barrio Toledo Plata ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 35,
13,10,1998,Magdalena ,Cienaga,Corregimiento San Pedro de La Sierra - Vereda Parrandaseca - Finca Nueva Esperanza ,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 35,
14,10,1998,Caldas,Riosucio,Veredas San Jose y Pasmin ,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 10 Pag. 35,
15,10,1998,Santander,Bolivar,IP Berbeo- Sitio Chorolo,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 10 Pag. 36,
15,10,1998, Antioquia,Dabeiba,Corregimiento San Jose de Urama,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 37,
16,10,1998,Tolima,Rioblanco,IP La Herrera - Sitio Las Juntas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 38,
17,10,1998,Tolima,Coyaima,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,"Noche y Niebla # 10 Pag. 38, 39",
17,10,1998, Antioquia,Carmen de Viboral,Vereda El Boqueron,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pp. 38,
17,10,1998,Cesar,Curumani,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 39,
17,10,1998,Magdalena ,Cienaga,Corregimiento del Sevillano,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 39,
19,10,1998, Antioquia,Anori,Vereda Villa Fatima,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 41 ,
19,10,1998, Antioquia,Dabeiba,Sitios La Fuemia y Barrancas,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pp. 41,
20,10,1998,Distrito Capital,Bogota D.C.,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 42,
20,10,1998,Tolima,Natagaima,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 41 ,
22,10,1998, Antioquia,Montebello,Vereda Campo Alegre,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Noche y Niebla # 10 Pag. 43,
22,10,1998, Antioquia,Sonson,Vereda Manzanares,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pp. 43,
23,10,1998, Antioquia,Guarne,Vereda El Sango,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pp. 44,
23,10,1998, Antioquia,Girardota,Vereda El Palmar y Municipio de Guarne- Vereda La Enea ,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pag. 44,
24,10,1998, Antioquia,Apartado,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 45,
24,10,1998,Cesar,Manaure,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 45,
25,10,1998,Norte de Santander,El Zulia,Sitio Pedregales,Fuerza Publica,Ejercito Nacional,1, Revista Noche y Niebla # 10 pag 47,
25,10,1998,Cundinamarca,Puerto Salgar,Sitio San Bernardo,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 45,
26,10,1998,Narino,Ricaurte,Via a Tumaco,Desconocidos,Desconocidos,1,"Revista Noche y Niebla # 10, pag 48",
26,10,1998, Antioquia,Bello,Barrio La Milagrosa ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 48,
26,10,1998,Cauca ,Caloto,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 47,
26,10,1998,Cesar,San Alberto,Corregimiento La Palma,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 47,
27,10,1998, Antioquia,La Union,Vereda La Frontera,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 10 Pp. 48,
28,10,1998, Antioquia,San Jeronimo,Caserio Alto Colorado,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pp. 48,
29,10,1998,Cordoba,Pueblo Nuevo,Veredas La Sabanita y La Burra,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 50,
30,10,1998, Antioquia,Puerto Nare,Muelle sobre el Rio Nare,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 50,
1,11,1998,Magdalena ,Santa Ana,Corregimiento Pinto,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 56,
2,11,1998, Antioquia,Dabeiba,Corregimiento San Jose de Urama,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 57,
2,11,1998, Antioquia,Dabeiba,Via a Corregimiento Camparrusia,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 57,
2,11,1998,Sucre,Ovejas,Cabecera Municipal y Sitio La Recta,Grupos Paramilitares,Grupos Paramilitares,4,Noche y Niebla # 10 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,
2,11,1998,Tolima,San Antonio,Barrio Pueblo Nuevo - Sitio La Conejera,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 57,
3,11,1998, Antioquia,Frontino,IP Fuemia-Finca El Palmar,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 59,
3,11,1998, Antioquia,Uramita,Sito La Verde,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 59,
7,11,1998,Tolima,Rioblanco,IP La Lindosa y IP Puerto Saldana-Veredas Alto Bonito y Palmesca,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 63,
7,11,1998,Santander,Socorro,Finca Colmenares,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 63,
8,11,1998,Meta,Puerto Gaitan,Corregimiento Puerto Trujillo,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pp. 64,
8,11,1998,Santander,Barrancabermeja,IP El Centro-Vereda Cirama,Grupo Armado No Identificado,Grupo Armado No Identificado,1,"Noche y Niebla # 10 Pag. 64, 65",
8,11,1998, Antioquia,Dabeiba,Sito Rio Verde,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 64,
8,11,1998,Cesar,El Copey,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 65,
8,11,1998, Antioquia,La Union,Zona Rural,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 10 Pp. 64,
8,11,1998,Tolima,San Antonio,Barrio Pueblo Nuevo ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 63,
12,11,1998,Risaralda,Pereira,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 67,
12,11,1998,Risaralda,Pueblo Rico,Vereda Tatama-Finca El Pijai,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 67,
12,11,1998,Bolivar,Barranco de Loba,Vereda La Cooperativa,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 67,
13,11,1998,Valle del Cauca,Cali,Barrio Cortijo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 68,
13,11,1998, Antioquia,Narino,Vereda Las Mangas,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pp. 68,
13,11,1998,Santander,Barrancabermeja,Sitio El Reten,Guerrilla  ,Guerrilla-EPL,3,Noche y Niebla # 10 Pag. 68,
13,11,1998, Antioquia,Salgar,Corregimiento La Camara,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 68,
15,11,1998,Cesar,Rio de Oro,Sitio Cuesta de Sanin Villa,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 69,
15,11,1998, Antioquia,Narino,Via a Sonson ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 69,
17,11,1998, Antioquia,San Rafael,Vereda La Florida,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 10 Pp. 70,
17,11,1998, Antioquia,Mutata,Corregimiento Pavarando Grande,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 70,
18,11,1998,Cesar,El Copey,Corregimiento Caracolicito,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 70,
21,11,1998,Caqueta,,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 73,
21,11,1998,Cesar,Astrea,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 73,
21,11,1998,Cesar,Chiriguana,Sitio Mandiguilla,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 73,
21,11,1998, Antioquia,Urrao,Sitio Quebrada de Palo,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 73,
22,11,1998,Narino,El Rosario,Cabecera Municipal y Sitio La Carrera,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 74,
23,11,1998,Sucre,Coloso,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 74,
24,11,1998,Cauca,La Sierra,Vereda El Jigual,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 74,
25,11,1998,Choco,Alto Baudo,Cabecera Municipal,Desconocidos,Desconocidos,2,Noche y Niebla # 10 Pp. 75,
25,11,1998, Antioquia,Concepcion,Veredas Travesia y San Jose,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pp. 75 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,
25,11,1998,Santander,Bucaramanga,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 74,
25,11,1998,Tolima,Rioblanco,Vereda Bocas,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 74,
26,11,1998,Risaralda,Pereira,Vereda La India de Cambia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 77,
26,11,1998,Bolivar,Simiti,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,
27,11,1998,Cauca,Popayan ,Sitio La Paila,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 10 Pag. 77,
27,11,1998,Cesar,Valledupar,Caserio La Mesa,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 78,
27,11,1998,Tolima,Rioblanco,Via a IP Gaitan,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 77,
29,11,1998,Norte de Santander,Cachira,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 78,
29,11,1998,Risaralda,Pereira,Corregimiento Arabia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 78,
29,11,1998,Bolivar,Maria La Baja,Vereda Santa Fe de Hicotea,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 10 Pag. 78,
30,11,1998,Tolima,Chaparral,Barrios Las Brisas y La Primavera,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 79,
30,11,1998,Norte de Santander,Cucuta,Cabecera Municipal,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 10 Pag. 79,
30,11,1998,Risaralda,Pueblo Rico,Corregimiento Villa Claret-Vereda Palo Blanco ,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 79,
2,12,1998, Antioquia,Chigorodo,Vereda Guapa,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 10 Pag. 83,
4,12,1998,Santander,El Carmen de Chucuri,Vereda Santa Rosa,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 84,
4,12,1998, Antioquia,Salgar,IP Gulunga y Vereda El Claver,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pag. 84,
5,12,1998, Antioquia,Granada,Cabecera Municipal,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 10 Pp. 84,
6,12,1998, Antioquia,San Francisco,Corregimiento Aquitania-Sitio La Fe,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 85,
7,12,1998, Antioquia,Andes,Corregimiento Taparto-Veredas Palenque y La Rochela,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 Pag. 85,
8,12,1998, Antioquia,Apartado,Zona Rural,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 85,
9,12,1998, Antioquia,Narino,Vereda San Andres,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 10 Pp. 86,
12,12,1998,Cesar,San Diego,Corregimiento Media Luna,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 10 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,
13,12,1998,La Guajira,Riohacha,Via a Santa Marta ,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 10 Pag. 90,
13,12,1998,Narino,Tangua,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 89,
14,12,1998,Bolivar,San Jacinto,Corregimiento Arenas,Desconocidos,Desconocidos,2,Noche y Niebla # 10 Pag. 91,
14,12,1998, Antioquia,Apartado,Barrio El Concejo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 91,
14,12,1998, Antioquia,Mutata,Vereda Selva Verde,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 91,
15,12,1998,Norte de Santander,Cucuta,Corregimiento Agua Clara ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 92,
15,12,1998,Santander,Rionegro,IP La Ceiba-Finca Brisas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 10 Pag. 92,
15,12,1998,Norte de Santander,Convencion,IP Las Mercedes-Sitio La Y,Guerrilla  ,Guerrilla No Identificada,1, Revista Noche y Niebla # 10 pag 92,
16,12,1998,Santander,Barrancabermeja,,Guerrilla  ,Guerrilla-ELN,1,"Noche y Niebla # 10 Pag. 92, 93",
17,12,1998,Santander,Barrancabermeja,Barrio Galan Gomez,Guerrilla  ,Guerrilla-EPL,1,Noche y Niebla # 10 Pag. 93,
18,12,1998,Boyaca,La Capilla,Zona Rural,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 10 Pag. 93,
19,12,1998,Santander,El Playon,Sitio Cachiricito,Guerrilla  ,Guerrilla-EPL,1,Noche y Niebla # 10 Pag. 94,
20,12,1998,Tolima,Rioblanco,IP Herrera,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 94,
23,12,1998, Antioquia,Argelia,Zona Rural,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 12 Pp. 129 Actualizaciones,
24,12,1998,Choco,Bagado,IP Piedra Honda,Guerrilla  ,Guerrilla-ERG,1,Noche y Niebla # 10 Pag. 95,
25,12,1998,Huila,Saladoblanco,Cabecera Municipal,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 10 Pag. 95,
26,12,1998,Cesar,Becerril,Via a La Jagua de Ibirico,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 10 Pag. 95,
27,12,1998,Tolima,Planadas,Cabecera Municipal y Vereda El Rubi,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 10 Pag. 96,
30,12,1998,Atlantico,Barranquilla,Barrio Boston,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 97,
31,12,1998,Bolivar,Cartagena,Corregimiento Arroyo Grande,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 10 Pag. 97,
14,|,1998, Antioquia,Dabeiba,Via a Medellin-Sitio El Mango,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 10 Pag. 69,
1,1,1999, Antioquia,San Carlos,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 11 Pp. 33,
3,1,1999, Antioquia,Chigorodo,,Guerrilla  ,Guerrilla-FARC,2,"Noche y Niebla # 11, Pp. 34",
4,1,1999, Antioquia,Narino,Vereda Santa Ines,Grupos Paramilitares,Grupos Paramilitares,2,"Noche y Niebla # 11, Pp. 34",
4,1,1999,Bolivar,Calamar,Corregimiento El Yucal- Barrio La Loma,Grupos Paramilitares,Grupos Paramilitares,1,"Noche y Niebla # 11, Pp. 35",
5,1,1999,Choco,Quibdo,Cabecera Municipal - Via urbanizacion La Cascorba,Desconocidos,Desconocidos,1,"Noche y Niebla # 11, Pp. 36",
6,1,1999, Antioquia,San Carlos,Vereda El Popo,Grupos Paramilitares,Grupos Paramilitares,1,"Noche y Niebla # 11, Pp. 37",
6,1,1999, Antioquia,San Carlos,Inspeccion de Policia El Choco,Grupos Paramilitares,Grupos Paramilitares,2,"Noche y Niebla # 11, Pp. 37",
6,1,1999,Magdalena ,Chivolo,Vereda la Pola,Grupos Paramilitares,Grupos Paramilitares,1,"Noche y Niebla # 11, Pp. 37",
6,1,1999,Santander,San Andres,Via a la inspeccion de Policia Pangote,Guerrilla  ,Guerrilla No Identificada,1,"Noche y Niebla # 11, Pp. 36",
